study_hours,attendance,participation,extra_curricular,sleep_hours,stress_level,motivation_score,parent_education,previous_gpa,assignment_completion,grade
14.6,88.4,7.8,2.9,6.7,3.8,5.9,1,7.4,83.5,B
15.6,70.6,5.1,1.2,5.5,8.7,5.3,2,7.55,86.4,C
22.0,76.5,3.2,0.9,4.7,9.7,2.4,1,8.0,40.7,D
5.3,91.8,6.7,8.6,7.9,8.4,1.4,3,3.4,58.6,D
3.2,100.0,8.3,1.3,6.1,4.9,4.7,0,8.0,89.7,B
8.4,75.2,3.2,3.4,6.5,5.4,9.8,1,6.5,42.7,C
11.3,83.6,2.4,7.2,6.8,3.8,9.8,1,7.15,71.9,B
4.5,58.6,9.6,0.1,6.9,2.8,3.2,2,4.82,69.5,D
12.6,67.4,7.9,0.9,7.1,4.8,4.2,1,5.32,82.3,C
8.9,56.8,5.8,3.5,10.0,2.0,8.4,0,5.88,87.2,C
9.3,91.9,3.7,2.8,6.0,6.5,4.3,0,7.0,67.9,C
12.8,84.7,7.9,3.7,7.3,3.3,8.8,1,6.9,47.8,B
21.6,78.4,6.5,2.1,8.5,5.4,2.5,2,5.85,51.7,C
26.4,85.5,2.4,1.0,7.3,9.4,8.4,2,6.25,65.1,C
4.7,91.2,8.4,1.2,5.7,8.5,1.9,3,6.62,45.0,C
4.4,78.1,4.6,1.3,4.3,7.2,7.8,0,8.38,63.7,D
5.3,58.4,3.7,0.1,6.2,5.7,5.5,3,7.68,94.7,D
16.8,79.4,5.7,5.8,8.2,8.3,2.2,2,6.22,57.7,C
17.0,90.4,2.4,0.2,7.4,8.6,1.1,3,7.25,59.3,C
11.9,100.0,3.0,0.1,7.4,1.3,1.2,2,5.7,87.8,B
16.0,70.7,5.6,1.2,6.1,5.0,6.8,3,10.0,72.7,B
13.8,75.8,4.1,4.3,7.7,6.2,1.6,3,8.25,97.2,C
17.6,79.6,4.8,0.3,5.5,6.5,7.6,0,7.43,64.6,C
10.3,99.7,7.5,2.1,8.5,1.9,8.7,0,6.75,42.8,B
15.9,99.1,8.5,1.1,8.0,4.2,9.2,3,6.5,99.4,A
30.9,73.5,7.8,2.9,6.9,4.7,3.3,2,7.65,72.9,A
7.6,85.4,9.1,1.6,5.2,2.9,6.8,2,7.55,92.1,B
21.3,81.0,9.3,6.2,4.0,2.2,2.6,0,4.95,76.9,C
17.1,100.0,7.4,0.7,7.9,4.3,4.3,0,6.9,85.3,B
5.4,86.1,2.1,0.2,6.5,9.0,8.6,1,7.35,62.9,C
9.7,64.1,0.5,6.4,9.5,5.0,6.3,0,8.22,46.0,D
12.6,81.4,1.9,1.0,7.6,5.3,9.6,2,8.25,66.4,C
22.7,87.8,0.7,9.3,5.4,2.7,8.9,0,9.65,62.2,B
19.9,80.3,6.3,2.3,5.5,7.0,2.0,1,4.38,96.4,C
24.6,82.1,3.9,1.4,7.3,5.1,2.6,3,4.9,91.1,B
10.9,77.1,2.2,0.7,8.3,2.5,8.0,3,7.22,67.1,C
18.3,77.5,6.1,2.4,6.2,6.9,2.4,2,5.38,85.0,C
25.9,66.1,8.0,3.0,7.4,6.3,4.2,1,10.0,68.3,B
4.6,87.4,2.0,9.6,7.3,5.5,9.3,3,8.55,45.1,B
4.2,75.2,1.7,1.3,6.7,4.7,4.1,3,6.52,61.1,D
14.5,98.6,7.6,0.4,7.9,8.5,7.4,0,8.4,82.0,B
19.7,78.7,0.3,7.8,8.8,8.7,5.7,3,6.35,61.8,C
24.4,81.7,4.8,5.8,7.4,5.2,8.8,2,5.95,91.3,B
17.9,49.7,6.3,4.7,6.5,3.5,6.0,3,5.93,88.8,C
16.2,67.6,9.7,0.1,6.5,7.8,5.7,2,6.1,77.3,C
2.8,100.0,1.0,8.1,4.0,4.4,1.7,2,9.18,70.8,D
10.8,93.3,1.5,0.2,4.6,2.9,2.2,0,7.22,75.3,D
12.0,47.9,8.4,0.8,5.6,1.1,6.9,1,7.32,91.5,C
26.1,57.8,0.3,4.2,7.6,2.9,8.5,2,9.55,92.4,C
7.6,62.1,9.0,0.7,6.2,1.2,1.2,3,9.28,58.7,B
12.3,69.4,0.8,6.2,7.3,8.7,4.6,3,7.75,91.2,C
27.3,81.0,6.6,0.6,5.1,4.5,9.5,2,8.18,84.4,B
18.2,99.3,5.9,6.3,7.3,4.2,3.7,3,8.73,76.9,A
8.2,80.5,2.6,2.5,7.0,5.8,2.2,0,4.47,43.1,D
12.1,80.4,6.8,9.7,4.0,3.3,8.9,3,7.32,95.9,B
17.4,77.6,4.6,2.5,7.6,2.3,5.2,0,9.4,87.9,B
11.6,82.7,7.0,7.7,8.2,7.4,4.3,2,4.9,50.0,D
17.1,85.7,1.7,3.8,6.7,7.8,1.8,2,7.43,42.0,D
27.5,75.2,0.5,1.1,7.4,5.8,4.7,2,6.02,89.1,C
29.0,79.6,4.5,3.1,7.6,9.6,8.2,0,6.85,68.2,C
25.8,82.0,3.6,4.0,7.1,1.9,8.1,3,4.25,79.3,B
4.5,90.2,9.3,2.3,6.7,7.8,5.0,0,5.82,62.3,C
15.6,83.0,2.9,1.2,7.1,7.1,6.1,3,6.25,94.0,C
21.7,52.6,8.6,5.8,6.0,1.2,6.5,3,5.25,89.9,C
16.5,64.0,3.2,5.4,7.5,7.9,4.0,0,5.93,52.5,D
8.0,79.7,9.4,2.4,6.9,6.4,9.8,1,6.6,83.4,B
25.6,89.4,6.1,0.5,7.1,2.2,3.4,2,5.12,90.1,B
17.9,69.5,0.2,1.5,7.4,2.3,7.4,3,6.48,90.2,C
20.4,69.4,4.0,4.3,6.4,9.2,4.7,3,9.57,96.6,C
21.1,81.3,1.9,2.1,5.5,5.8,8.9,0,4.35,53.9,C
12.5,76.3,3.5,1.3,8.4,8.7,6.0,1,7.82,94.1,C
16.3,74.4,2.7,1.1,7.1,6.5,4.9,2,7.8,80.5,C
11.2,65.2,6.0,5.1,5.3,7.9,3.4,1,5.9,82.4,F
2.2,64.9,6.6,0.7,6.4,4.9,2.8,2,5.5,41.4,D
20.5,40.3,9.5,8.7,7.5,8.0,6.4,3,3.88,96.8,C
13.3,76.3,4.4,0.4,6.9,8.5,1.2,3,6.7,93.2,C
6.8,81.4,4.0,1.5,6.2,2.5,4.4,0,6.5,97.1,C
16.3,86.0,8.0,0.4,4.6,2.0,9.3,0,7.8,86.2,A
24.1,71.2,9.8,1.3,8.4,9.3,9.4,1,8.1,66.0,B
9.3,69.9,4.3,4.2,5.8,6.4,7.2,1,6.78,42.7,D
12.7,93.5,2.5,4.3,7.1,7.2,3.9,2,5.28,67.2,C
8.2,82.1,5.1,1.5,4.9,2.1,4.8,0,4.45,95.5,D
24.5,93.3,3.7,0.3,6.6,7.1,1.1,3,4.92,77.6,C
11.4,87.3,8.9,4.6,6.5,3.7,5.9,0,6.55,69.1,C
11.9,74.8,4.0,10.0,6.6,1.9,4.8,1,7.9,92.2,C
12.9,76.8,1.3,3.5,6.5,2.9,8.7,0,5.65,76.6,C
4.5,91.0,5.8,0.5,4.0,4.6,4.1,3,9.15,69.0,C
11.1,100.0,0.5,1.5,8.9,3.4,10.0,0,8.05,80.6,B
28.8,72.5,3.4,0.1,5.3,6.4,8.7,1,9.12,77.7,B
8.5,96.4,1.1,5.5,7.0,6.0,7.2,3,8.6,94.4,B
25.3,80.2,4.8,1.8,6.2,4.8,5.6,2,7.1,97.2,B
21.7,92.6,8.6,5.2,8.9,2.1,8.6,2,4.72,92.2,A
22.6,66.7,7.5,1.0,6.5,5.0,1.8,3,8.4,49.1,C
16.3,74.5,8.9,3.8,5.9,6.8,7.0,3,6.2,87.1,B
5.2,86.4,8.0,2.2,6.0,2.2,2.9,3,5.28,90.2,B
23.5,76.9,9.0,0.8,6.0,2.9,9.7,1,6.75,95.1,A
21.2,52.3,4.2,7.9,6.3,9.2,7.4,3,6.48,62.9,C
15.5,98.0,2.7,0.3,5.9,4.2,4.6,1,8.58,44.4,C
16.1,87.3,10.0,3.0,6.0,8.2,8.0,3,8.45,90.0,C
9.4,89.3,5.3,0.7,4.7,2.5,3.1,1,4.35,96.9,C
9.2,62.5,5.7,4.4,7.6,9.4,3.4,1,6.35,95.6,F
20.0,82.6,9.5,10.0,5.3,4.4,6.4,0,5.8,52.4,A
9.5,69.2,8.6,2.0,6.1,6.1,6.1,2,5.07,84.7,C
5.5,99.4,6.2,3.1,6.0,7.4,3.6,3,6.02,58.4,D
20.0,72.3,5.1,5.0,4.9,8.6,9.2,2,9.9,46.7,C
3.3,68.9,9.9,1.1,5.6,2.1,5.9,2,7.62,57.8,C
20.5,58.1,6.4,5.1,8.7,1.1,9.9,0,6.8,92.3,B
22.3,72.4,3.7,10.0,5.2,10.0,2.0,2,6.32,54.4,D
24.0,84.1,6.6,1.7,6.2,8.1,8.4,2,5.55,96.2,B
22.5,66.8,5.9,4.5,6.6,1.8,2.6,3,7.05,93.2,B
6.4,82.6,1.2,2.3,8.4,4.2,8.1,1,7.45,40.9,C
9.6,95.1,9.9,1.5,8.2,4.0,6.6,3,6.52,78.1,A
8.5,74.5,3.0,2.5,6.0,4.6,7.1,3,3.82,57.7,D
7.5,68.5,7.0,4.2,8.6,8.0,5.3,2,6.68,95.6,C
4.4,82.1,2.3,0.3,6.9,9.8,3.7,2,6.95,54.3,D
9.7,63.6,7.9,1.6,6.0,1.8,5.4,3,7.85,95.5,C
6.7,88.6,8.5,3.4,7.1,9.6,5.6,3,6.3,51.8,C
20.2,68.0,3.2,1.5,5.2,8.7,5.0,2,7.57,95.0,D
11.8,76.2,3.9,2.7,5.5,8.0,9.5,1,6.18,46.0,C
15.8,80.8,7.7,2.3,6.4,8.8,5.0,1,8.12,98.8,C
17.4,83.8,0.7,5.4,8.2,8.7,9.8,3,4.2,66.4,D
32.4,78.4,5.4,6.3,4.6,8.7,6.0,1,7.4,52.4,C
13.2,73.7,4.0,10.0,6.0,3.5,4.0,3,7.6,79.0,B
19.9,93.9,5.6,9.1,6.9,6.8,9.4,0,9.05,65.7,B
24.8,74.8,4.0,6.2,6.7,1.2,7.9,2,4.97,74.9,B
15.5,73.1,5.7,2.8,4.4,3.2,2.2,3,7.55,90.9,D
14.3,84.9,4.1,0.9,7.5,7.8,3.7,3,6.3,65.6,C
9.9,71.2,0.8,1.9,7.2,7.8,4.1,3,7.92,67.2,D
14.9,82.0,6.7,1.9,4.7,3.5,2.0,1,8.1,46.8,C
7.2,79.2,1.8,1.9,6.3,1.1,2.2,3,7.1,55.1,D
0.3,98.2,0.1,0.2,5.2,4.4,6.7,0,6.5,72.8,D
4.9,85.0,3.6,1.4,6.3,6.4,5.4,1,7.1,46.3,C
15.3,76.2,7.0,2.9,4.0,6.3,3.1,2,7.65,96.5,D
20.8,82.9,6.8,1.1,6.0,7.9,1.6,0,7.45,40.8,C
15.9,61.9,9.9,10.0,5.5,5.4,7.1,3,10.0,46.1,B
12.4,61.1,4.9,1.2,6.6,3.4,6.5,0,5.75,98.6,C
13.1,86.5,1.0,0.2,7.8,8.0,5.8,3,8.02,87.8,D
12.6,79.6,4.1,4.3,6.7,4.3,1.4,0,6.6,61.8,D
21.1,92.6,7.4,2.8,5.3,5.4,9.9,1,9.38,52.8,B
13.1,89.9,0.1,1.7,6.7,5.2,3.3,3,6.95,93.5,B
9.6,76.2,3.4,2.9,6.2,5.5,9.6,1,7.68,50.3,C
28.4,65.1,2.2,1.6,6.4,9.7,2.3,0,7.68,75.2,C
7.8,63.3,8.8,9.4,5.6,2.7,5.5,3,6.55,87.6,C
4.2,63.1,8.1,0.5,7.2,8.7,3.3,2,5.38,59.6,F
17.6,82.9,7.7,1.2,5.9,6.5,2.4,2,7.22,89.8,C
8.3,71.4,2.8,7.3,6.8,9.1,3.8,3,9.72,74.4,F
12.1,69.0,9.6,0.9,7.0,7.0,8.8,0,7.25,89.6,B
9.2,80.4,5.3,1.6,6.2,9.7,2.3,2,7.52,46.1,D
6.8,77.4,1.5,1.9,7.6,5.1,6.3,3,7.75,56.0,D
28.5,75.5,2.4,5.4,7.4,3.1,2.1,2,7.32,40.4,C
10.2,73.5,0.2,5.1,5.5,3.0,5.2,3,6.3,65.5,D
15.6,68.2,1.4,2.4,8.4,7.1,3.6,0,8.2,59.8,D
28.3,68.6,8.3,5.8,5.5,4.5,1.6,0,8.02,53.6,B
21.9,73.4,9.9,3.2,8.4,8.6,8.3,1,7.38,41.0,B
8.2,87.9,1.6,2.2,6.1,5.2,9.9,2,9.07,65.5,C
21.0,98.6,5.9,0.0,5.9,6.9,1.5,1,6.22,58.8,C
10.5,88.4,0.8,1.7,6.0,6.5,7.1,0,6.6,78.6,C
15.4,62.9,5.3,3.4,7.5,6.3,8.0,3,7.48,54.9,C
11.9,88.8,5.8,0.4,4.4,1.3,5.9,0,8.58,63.3,B
19.2,67.8,7.7,8.9,7.3,6.7,4.5,0,7.52,65.5,C
30.7,83.3,4.7,1.5,6.3,6.4,9.1,3,8.95,92.0,A
22.0,66.5,6.5,0.3,8.2,8.7,9.5,1,8.15,52.1,C
7.9,87.8,4.9,0.1,6.6,7.5,2.9,2,5.9,83.3,C
13.2,67.2,9.9,1.3,5.1,2.8,7.2,0,6.52,95.0,C
22.5,73.4,7.4,0.0,8.2,3.4,6.4,0,7.28,80.1,B
21.7,85.7,1.0,0.2,6.7,1.5,4.0,2,5.72,85.2,B
5.8,67.0,4.0,0.7,7.5,6.8,2.6,0,7.05,81.0,C
2.3,78.8,6.2,0.5,6.5,3.3,7.8,2,5.3,83.3,C
14.9,72.4,6.6,2.4,6.6,7.4,1.5,2,6.68,73.6,C
14.7,83.2,3.1,0.7,7.8,2.6,3.3,2,4.8,68.1,C
3.1,92.3,4.9,0.6,6.2,1.8,7.8,3,7.65,50.5,C
8.9,83.5,8.7,0.7,5.4,6.6,4.8,1,6.32,76.8,C
23.0,82.5,7.2,2.8,6.0,5.2,4.8,1,5.3,50.7,B
10.9,81.7,2.5,2.3,6.5,4.2,3.6,3,7.5,50.5,C
5.9,75.3,5.6,0.2,6.2,8.4,8.4,1,7.18,54.2,D
1.5,58.7,0.6,0.0,6.6,9.7,4.8,1,6.75,70.8,F
4.6,80.0,7.6,0.1,5.5,4.2,2.6,1,6.6,62.4,D
9.7,87.0,2.7,5.8,4.8,2.3,5.0,0,10.0,56.7,C
5.1,75.2,3.3,0.7,7.1,5.2,3.0,3,8.82,60.1,C
10.4,79.4,1.8,2.6,8.0,8.9,4.3,1,8.45,44.5,D
14.1,100.0,7.6,4.9,5.7,2.0,1.8,3,10.0,60.4,B
11.7,100.0,9.8,1.4,6.5,8.9,9.0,1,5.52,40.7,C
10.5,100.0,7.9,6.6,7.1,10.0,2.0,1,7.08,91.0,D
13.4,69.7,2.1,1.7,6.4,4.2,5.0,3,8.0,71.2,C
16.0,94.0,6.6,3.8,5.7,2.5,3.6,2,7.12,57.0,C
27.1,79.8,0.9,1.8,6.9,3.6,4.8,3,8.58,82.4,B
19.0,60.0,6.2,0.8,7.5,8.3,3.9,2,7.0,98.9,C
11.9,68.8,5.1,0.3,6.2,9.2,9.5,0,7.92,40.4,D
17.9,78.4,3.8,8.5,7.4,4.3,1.4,3,7.6,98.5,B
8.3,84.9,6.4,5.6,4.0,9.8,6.2,2,8.65,92.0,C
18.5,71.8,3.0,1.3,5.4,1.4,7.1,1,6.75,72.2,B
3.5,66.3,8.4,1.7,5.2,6.0,9.8,0,7.72,71.1,C
9.6,88.4,2.9,0.6,5.7,9.8,4.3,3,9.43,73.6,C
12.2,80.2,9.5,2.9,4.9,8.4,6.9,2,5.85,69.0,C
5.0,62.9,3.6,0.6,6.0,2.0,9.2,2,6.78,67.7,C
14.4,88.7,3.9,7.2,8.2,9.7,2.6,3,7.2,45.5,D
30.5,84.8,2.1,3.2,6.6,1.4,1.6,2,5.58,41.3,C
22.5,65.8,6.1,1.6,7.1,6.9,10.0,3,5.85,46.7,C
13.8,68.5,0.5,0.0,7.5,4.2,3.2,2,7.18,75.6,D
7.2,63.2,5.6,3.5,6.0,5.8,4.9,1,8.62,53.2,C
14.8,67.2,0.5,0.4,6.4,2.7,5.5,3,6.35,96.1,C
6.9,91.9,10.0,2.1,6.7,4.1,2.7,3,7.0,73.3,C
8.3,75.5,8.6,3.4,6.7,2.5,2.7,0,4.1,79.9,C
7.0,81.0,4.4,0.8,6.7,4.7,7.4,1,6.52,42.8,C
22.0,90.7,6.7,1.2,7.6,2.5,6.2,3,9.65,66.5,A
9.5,74.8,0.4,0.6,5.6,7.7,3.9,2,8.82,74.9,C
11.4,96.8,3.2,2.3,7.4,7.2,4.8,2,7.62,43.9,C
3.8,75.1,2.9,0.8,7.7,5.8,2.0,2,5.38,98.3,D
4.4,80.2,8.4,2.9,4.7,6.7,5.9,0,4.1,67.6,D
23.2,76.9,8.9,2.5,4.8,7.1,4.1,3,4.65,79.5,B
17.1,79.2,8.6,1.6,4.1,7.7,8.7,2,5.65,61.4,C
26.3,61.3,4.3,2.1,6.7,9.1,3.3,0,7.52,41.2,C
10.7,60.3,6.2,0.5,5.3,8.6,8.3,0,8.75,54.8,D
14.5,93.5,0.8,0.5,7.3,7.6,4.9,3,4.22,76.4,C
23.2,64.3,8.9,0.2,5.6,2.6,5.9,2,6.08,40.4,B
25.1,87.9,1.8,5.5,6.9,2.1,2.9,1,6.88,44.7,B
19.6,71.0,7.7,0.9,7.9,4.0,2.0,2,6.75,71.2,B
16.9,75.6,3.8,4.1,7.8,9.2,7.8,1,7.55,63.3,C
19.1,88.7,1.7,1.6,6.8,8.5,1.2,1,6.28,85.2,D
11.1,74.0,1.6,2.7,4.7,3.3,4.0,2,6.3,45.5,D
4.2,79.5,9.9,2.3,6.3,7.1,3.1,1,8.68,50.0,C
21.5,95.2,2.3,3.2,5.4,2.5,1.5,0,9.1,60.0,B
4.7,58.6,9.3,0.9,9.4,3.4,4.7,0,6.2,91.4,C
19.0,68.0,9.2,1.6,6.6,4.5,3.7,2,4.55,62.5,C
14.3,75.2,6.8,2.6,6.9,6.0,8.7,3,6.57,72.3,C
7.6,85.1,0.9,2.2,5.7,1.6,4.2,0,8.75,64.3,B
5.6,77.1,0.3,8.1,6.6,5.7,5.8,2,5.95,68.9,C
13.3,85.7,3.0,0.1,5.6,9.5,2.5,1,6.35,95.2,D
8.5,76.5,4.9,0.1,4.8,2.3,4.4,0,5.38,65.4,C
18.5,98.1,1.1,1.7,6.4,1.2,1.3,2,4.15,90.7,C
2.7,93.1,8.5,4.2,8.0,5.0,6.5,2,7.2,68.5,B
9.8,88.5,5.2,3.4,8.1,5.0,3.2,3,7.57,61.7,C
7.1,85.4,6.9,1.9,4.8,8.9,5.0,1,7.85,91.7,D
14.4,88.2,4.5,1.1,6.2,9.5,8.6,1,7.08,87.4,B
22.9,77.4,0.4,4.3,8.2,2.5,6.7,1,5.55,47.7,C
13.1,66.1,5.6,0.9,6.4,9.8,8.2,2,5.32,87.1,D
13.4,70.0,0.8,1.9,7.7,7.7,3.0,2,6.22,52.7,D
10.2,68.0,9.1,5.3,7.2,2.5,8.8,1,6.42,79.4,B
7.9,91.9,2.1,0.2,7.6,3.5,3.2,2,5.98,74.5,C
22.3,77.9,0.6,10.0,6.1,8.1,5.4,3,7.28,85.5,C
23.3,81.2,9.4,1.6,6.8,6.1,8.1,2,5.55,53.4,B
9.3,67.9,6.3,4.3,5.5,8.9,8.7,2,7.12,94.5,C
22.2,66.8,1.2,4.9,5.3,1.1,3.8,0,7.5,55.3,D
23.8,71.5,9.7,1.5,5.7,6.4,3.2,3,5.8,42.1,B
1.9,82.7,8.3,1.9,6.6,7.6,2.2,0,4.3,49.7,D
7.6,64.0,1.4,2.6,6.6,9.9,1.9,1,8.02,44.3,F
9.4,65.4,8.8,3.9,5.2,7.0,8.2,1,8.02,67.6,D
5.7,70.0,5.2,1.3,6.3,7.1,9.6,3,2.55,79.3,D
14.0,91.1,8.4,1.0,7.4,9.4,6.0,2,8.2,47.4,B
21.3,49.9,9.2,0.1,6.9,8.7,3.1,0,8.43,68.4,C
15.0,62.8,0.5,0.8,6.3,2.3,6.0,3,4.38,93.7,C
4.9,91.0,1.5,1.0,6.2,1.8,2.9,0,7.3,44.7,D
22.4,80.7,6.5,1.3,7.2,9.4,1.3,2,4.58,86.2,D
12.3,80.9,2.0,2.7,6.2,8.6,3.3,0,6.72,57.1,D
19.8,73.7,0.8,2.7,5.9,8.8,4.8,3,5.3,94.9,F
14.1,100.0,9.2,1.5,6.5,9.8,8.5,2,10.0,94.7,A
7.5,73.9,3.5,0.7,4.4,6.9,1.1,2,8.5,43.9,D
9.0,83.4,7.7,1.0,7.3,2.2,1.2,3,3.25,49.2,D
18.1,75.3,9.1,0.1,5.1,7.1,6.3,2,9.35,53.4,B
19.3,77.5,9.7,2.2,8.4,8.9,9.7,0,6.75,59.5,B
20.1,65.3,1.5,3.0,5.3,3.9,6.1,1,7.35,51.2,D
14.4,89.6,5.4,9.4,4.9,9.7,7.3,3,4.22,83.2,C
12.3,85.5,2.9,1.1,5.7,6.1,3.2,0,8.48,89.0,D
21.6,63.8,0.6,10.0,6.6,4.3,6.8,2,6.75,61.4,B
17.2,68.5,0.3,1.6,5.0,7.3,3.8,1,3.28,58.9,D
6.3,66.3,4.7,2.1,8.2,3.6,2.3,0,8.8,49.4,C
13.0,70.0,8.8,2.8,6.1,5.5,5.3,3,7.28,58.6,C
9.9,84.6,8.8,1.2,5.6,3.3,1.8,2,7.22,58.9,C
26.6,50.2,3.0,3.0,5.7,5.4,8.3,3,6.82,45.9,C
14.2,77.0,8.1,5.0,5.8,8.8,9.3,0,10.0,41.4,B
13.4,70.2,7.0,10.0,7.5,5.7,5.9,1,2.85,71.1,C
18.0,80.2,1.8,4.9,8.3,1.9,1.4,0,6.4,85.2,B
14.2,84.0,1.5,0.3,8.0,5.3,8.5,0,6.62,83.8,C
3.3,65.2,2.0,0.6,8.2,6.1,9.0,2,6.92,78.2,C
23.0,80.4,7.8,0.8,7.3,8.3,1.0,3,8.18,70.1,C
8.1,74.0,1.9,0.7,5.6,4.6,6.9,0,5.9,66.3,C
18.7,75.6,9.9,6.5,4.4,3.7,2.4,0,5.15,48.3,C
6.1,78.4,4.6,1.2,6.1,9.5,9.9,1,6.57,42.7,D
10.2,74.0,2.7,1.3,6.3,9.8,4.0,1,5.7,92.6,D
20.4,68.4,7.7,9.8,7.0,7.4,7.8,3,7.48,71.4,B
28.2,86.5,8.3,5.4,7.1,4.3,3.7,3,8.65,40.5,A
25.5,71.8,7.9,2.3,8.0,4.9,6.0,2,7.68,88.0,B
10.6,87.1,9.7,0.7,6.6,7.0,1.9,3,7.95,62.8,B
24.1,79.2,9.0,0.1,8.1,5.0,6.9,1,5.68,60.4,B
4.0,90.3,8.9,2.1,7.2,9.0,2.5,3,7.08,68.4,C
16.4,76.1,7.7,10.0,5.6,1.4,9.9,0,8.18,60.4,A
10.3,75.3,0.9,5.9,7.1,9.2,9.8,3,3.42,55.7,D
14.5,69.4,8.4,0.7,7.5,7.7,3.0,3,6.42,44.3,D
31.1,69.5,7.5,7.0,6.5,1.3,5.2,2,6.02,93.1,A
13.4,73.9,1.7,2.0,7.2,4.9,8.1,0,6.95,96.5,C
22.2,57.9,8.3,1.8,6.9,1.5,5.4,2,7.02,86.4,B
8.2,87.9,6.0,0.6,5.7,4.2,5.7,1,4.55,76.0,B
16.7,72.0,2.6,1.6,10.0,6.9,1.4,3,6.8,83.3,C
15.1,76.1,8.9,4.4,5.0,9.5,5.8,3,6.48,91.1,D
6.1,77.4,4.2,4.5,5.8,4.2,9.8,1,7.52,45.4,D
9.4,72.3,0.9,1.0,5.7,7.9,8.7,2,7.9,70.8,C
4.2,82.1,8.9,0.9,8.8,4.4,8.0,0,8.5,60.8,B
20.1,63.3,6.6,0.4,5.4,8.9,8.0,2,7.9,76.2,C
13.9,84.1,7.7,4.3,9.1,6.6,8.1,2,8.18,76.9,B
9.2,95.4,4.8,5.4,5.4,7.1,7.2,0,7.65,59.8,C
6.1,100.0,3.9,2.1,7.4,8.9,2.0,3,6.2,42.2,D
20.8,73.0,7.2,0.4,6.5,8.1,2.5,2,8.82,97.3,B
22.2,65.0,3.0,0.4,7.2,4.4,2.8,1,7.02,74.4,C
9.8,70.9,5.5,1.1,6.4,5.8,2.2,0,6.18,76.8,D
15.8,81.0,5.2,8.0,7.8,9.4,9.7,3,7.7,41.1,B
7.7,74.2,1.1,1.7,8.1,5.1,6.0,0,5.9,71.6,D
14.9,86.8,5.7,6.5,6.4,9.3,4.2,1,6.62,67.5,C
17.3,86.6,0.2,2.0,4.8,8.0,7.7,0,10.0,72.3,D
14.8,85.7,2.9,0.6,8.4,9.7,8.3,0,6.05,96.4,D
17.0,57.8,2.4,2.7,4.3,4.3,1.2,2,4.03,71.3,F
7.3,64.7,6.3,4.9,7.8,8.3,4.8,1,2.8,82.1,F
5.5,65.8,3.6,0.8,8.1,8.1,4.3,1,7.52,99.3,F
17.7,88.1,4.7,5.9,8.9,6.3,8.6,1,7.08,57.1,C
19.7,98.9,4.2,0.6,4.3,7.6,8.0,0,5.02,76.4,C
22.7,80.8,4.7,0.3,7.1,8.1,1.7,1,7.1,49.6,D
13.9,88.5,4.5,2.1,7.2,1.3,1.6,1,7.45,84.4,C
1.9,94.2,5.1,4.0,5.6,9.2,9.3,1,8.5,55.9,B
9.8,78.1,5.6,1.2,5.2,1.6,9.5,2,7.88,62.0,B
7.0,67.2,10.0,0.2,6.0,5.0,5.1,1,7.92,49.0,D
5.7,59.4,5.0,4.4,8.3,8.9,1.9,0,8.98,65.9,D
15.6,77.6,0.4,2.5,4.8,7.3,7.7,2,7.32,55.5,C
7.0,86.4,8.5,8.4,4.7,4.6,7.8,1,7.68,79.1,C
16.4,97.1,1.9,0.7,7.0,5.5,2.8,1,4.6,44.1,C
6.3,79.3,6.9,1.0,6.1,8.9,3.7,2,7.3,79.3,F
11.2,86.8,3.8,1.9,6.2,5.8,1.2,1,8.55,49.5,C
19.7,64.5,5.0,6.1,6.4,9.0,5.2,0,7.08,84.6,C
9.3,77.5,0.9,0.8,6.9,1.3,6.6,0,6.08,48.4,C
5.1,87.1,3.4,0.2,8.4,5.2,4.5,1,5.48,47.1,D
10.6,65.7,2.3,3.1,4.0,6.3,5.4,0,5.52,58.2,C
21.5,77.4,5.6,6.0,8.6,2.3,7.9,2,4.47,84.7,B
5.7,100.0,5.1,2.8,5.8,6.8,5.2,1,5.75,91.5,C
9.6,81.1,2.7,0.9,7.2,9.8,7.4,2,8.3,65.1,C
16.5,70.2,9.5,0.7,8.9,3.2,6.4,0,7.08,55.5,C
3.3,42.1,1.6,0.1,6.9,8.1,2.5,1,5.02,46.5,F
25.0,92.4,5.2,0.2,6.6,1.1,7.1,2,9.32,65.4,B
19.5,68.3,3.8,5.1,9.1,5.7,4.9,0,8.0,51.5,D
14.3,82.5,9.1,2.3,9.6,8.7,1.9,1,9.57,54.4,B
13.9,66.6,8.9,0.6,7.4,5.2,1.9,3,7.3,67.5,B
7.5,100.0,1.6,0.6,5.8,8.2,3.4,0,8.18,42.0,D
11.0,80.6,1.8,4.8,8.2,8.5,6.2,0,8.75,68.0,D
26.6,85.1,0.0,2.8,8.1,4.4,5.4,3,5.93,64.4,C
21.7,87.7,7.4,3.6,6.9,10.0,4.1,3,7.88,90.0,B
18.9,79.8,6.3,1.5,6.5,3.1,4.4,2,7.43,79.2,B
7.6,74.0,2.3,4.2,8.2,7.7,1.5,0,7.62,93.6,C
6.5,77.8,5.9,3.6,8.0,1.3,3.4,3,7.15,68.2,C
7.6,84.2,5.6,0.8,9.2,9.3,4.4,1,6.75,85.9,C
11.2,74.0,1.4,0.3,6.3,1.0,4.6,0,8.68,51.2,B
19.0,74.1,7.2,5.3,6.8,3.9,1.1,2,6.75,90.6,B
