study_hours,attendance,participation,extra_curricular,sleep_hours,stress_level,motivation_score,parent_education,previous_gpa,assignment_completion,grade
14.6,88.4,7.8,2.9,6.7,3.8,5.9,1,2.96,83.5,B
15.6,70.6,5.1,1.2,5.5,8.7,5.3,2,3.02,86.4,C
22.0,76.5,3.2,0.9,4.7,9.7,2.4,1,3.2,40.7,D
5.3,91.8,6.7,8.6,7.9,8.4,1.4,3,1.36,58.6,D
3.2,100.0,8.3,1.3,6.1,4.9,4.7,0,3.2,89.7,B
8.4,75.2,3.2,3.4,6.5,5.4,9.8,1,2.6,42.7,C
11.3,83.6,2.4,7.2,6.8,3.8,9.8,1,2.86,71.9,B
4.5,58.6,9.6,0.1,6.9,2.8,3.2,2,1.93,69.5,D
12.6,67.4,7.9,0.9,7.1,4.8,4.2,1,2.13,82.3,C
8.9,56.8,5.8,3.5,10.0,2.0,8.4,0,2.35,87.2,C
9.3,91.9,3.7,2.8,6.0,6.5,4.3,0,2.8,67.9,C
12.8,84.7,7.9,3.7,7.3,3.3,8.8,1,2.76,47.8,B
21.6,78.4,6.5,2.1,8.5,5.4,2.5,2,2.34,51.7,C
26.4,85.5,2.4,1.0,7.3,9.4,8.4,2,2.5,65.1,C
4.7,91.2,8.4,1.2,5.7,8.5,1.9,3,2.65,45.0,C
4.4,78.1,4.6,1.3,4.3,7.2,7.8,0,3.35,63.7,D
5.3,58.4,3.7,0.1,6.2,5.7,5.5,3,3.07,94.7,D
16.8,79.4,5.7,5.8,8.2,8.3,2.2,2,2.49,57.7,C
17.0,90.4,2.4,0.2,7.4,8.6,1.1,3,2.9,59.3,C
11.9,100.0,3.0,0.1,7.4,1.3,1.2,2,2.28,87.8,B
16.0,70.7,5.6,1.2,6.1,5.0,6.8,3,4.0,72.7,B
13.8,75.8,4.1,4.3,7.7,6.2,1.6,3,3.3,97.2,C
17.6,79.6,4.8,0.3,5.5,6.5,7.6,0,2.97,64.6,C
10.3,99.7,7.5,2.1,8.5,1.9,8.7,0,2.7,42.8,B
15.9,99.1,8.5,1.1,8.0,4.2,9.2,3,2.6,99.4,A
30.9,73.5,7.8,2.9,6.9,4.7,3.3,2,3.06,72.9,A
7.6,85.4,9.1,1.6,5.2,2.9,6.8,2,3.02,92.1,B
21.3,81.0,9.3,6.2,4.0,2.2,2.6,0,1.98,76.9,C
17.1,100.0,7.4,0.7,7.9,4.3,4.3,0,2.76,85.3,B
5.4,86.1,2.1,0.2,6.5,9.0,8.6,1,2.94,62.9,C
9.7,64.1,0.5,6.4,9.5,5.0,6.3,0,3.29,46.0,D
12.6,81.4,1.9,1.0,7.6,5.3,9.6,2,3.3,66.4,C
22.7,87.8,0.7,9.3,5.4,2.7,8.9,0,3.86,62.2,B
19.9,80.3,6.3,2.3,5.5,7.0,2.0,1,1.75,96.4,C
24.6,82.1,3.9,1.4,7.3,5.1,2.6,3,1.96,91.1,B
10.9,77.1,2.2,0.7,8.3,2.5,8.0,3,2.89,67.1,C
18.3,77.5,6.1,2.4,6.2,6.9,2.4,2,2.15,85.0,C
25.9,66.1,8.0,3.0,7.4,6.3,4.2,1,4.0,68.3,B
4.6,87.4,2.0,9.6,7.3,5.5,9.3,3,3.42,45.1,B
4.2,75.2,1.7,1.3,6.7,4.7,4.1,3,2.61,61.1,D
14.5,98.6,7.6,0.4,7.9,8.5,7.4,0,3.36,82.0,B
19.7,78.7,0.3,7.8,8.8,8.7,5.7,3,2.54,61.8,C
24.4,81.7,4.8,5.8,7.4,5.2,8.8,2,2.38,91.3,B
17.9,49.7,6.3,4.7,6.5,3.5,6.0,3,2.37,88.8,C
16.2,67.6,9.7,0.1,6.5,7.8,5.7,2,2.44,77.3,C
2.8,100.0,1.0,8.1,4.0,4.4,1.7,2,3.67,70.8,D
10.8,93.3,1.5,0.2,4.6,2.9,2.2,0,2.89,75.3,D
12.0,47.9,8.4,0.8,5.6,1.1,6.9,1,2.93,91.5,C
26.1,57.8,0.3,4.2,7.6,2.9,8.5,2,3.82,92.4,C
7.6,62.1,9.0,0.7,6.2,1.2,1.2,3,3.71,58.7,B
12.3,69.4,0.8,6.2,7.3,8.7,4.6,3,3.1,91.2,C
27.3,81.0,6.6,0.6,5.1,4.5,9.5,2,3.27,84.4,B
18.2,99.3,5.9,6.3,7.3,4.2,3.7,3,3.49,76.9,A
8.2,80.5,2.6,2.5,7.0,5.8,2.2,0,1.79,43.1,D
12.1,80.4,6.8,9.7,4.0,3.3,8.9,3,2.93,95.9,B
17.4,77.6,4.6,2.5,7.6,2.3,5.2,0,3.76,87.9,B
11.6,82.7,7.0,7.7,8.2,7.4,4.3,2,1.96,50.0,D
17.1,85.7,1.7,3.8,6.7,7.8,1.8,2,2.97,42.0,D
27.5,75.2,0.5,1.1,7.4,5.8,4.7,2,2.41,89.1,C
29.0,79.6,4.5,3.1,7.6,9.6,8.2,0,2.74,68.2,C
25.8,82.0,3.6,4.0,7.1,1.9,8.1,3,1.7,79.3,B
4.5,90.2,9.3,2.3,6.7,7.8,5.0,0,2.33,62.3,C
15.6,83.0,2.9,1.2,7.1,7.1,6.1,3,2.5,94.0,C
21.7,52.6,8.6,5.8,6.0,1.2,6.5,3,2.1,89.9,C
16.5,64.0,3.2,5.4,7.5,7.9,4.0,0,2.37,52.5,D
8.0,79.7,9.4,2.4,6.9,6.4,9.8,1,2.64,83.4,B
25.6,89.4,6.1,0.5,7.1,2.2,3.4,2,2.05,90.1,B
17.9,69.5,0.2,1.5,7.4,2.3,7.4,3,2.59,90.2,C
20.4,69.4,4.0,4.3,6.4,9.2,4.7,3,3.83,96.6,C
21.1,81.3,1.9,2.1,5.5,5.8,8.9,0,1.74,53.9,C
12.5,76.3,3.5,1.3,8.4,8.7,6.0,1,3.13,94.1,C
16.3,74.4,2.7,1.1,7.1,6.5,4.9,2,3.12,80.5,C
11.2,65.2,6.0,5.1,5.3,7.9,3.4,1,2.36,82.4,F
2.2,64.9,6.6,0.7,6.4,4.9,2.8,2,2.2,41.4,D
20.5,40.3,9.5,8.7,7.5,8.0,6.4,3,1.55,96.8,C
13.3,76.3,4.4,0.4,6.9,8.5,1.2,3,2.68,93.2,C
6.8,81.4,4.0,1.5,6.2,2.5,4.4,0,2.6,97.1,C
16.3,86.0,8.0,0.4,4.6,2.0,9.3,0,3.12,86.2,A
24.1,71.2,9.8,1.3,8.4,9.3,9.4,1,3.24,66.0,B
9.3,69.9,4.3,4.2,5.8,6.4,7.2,1,2.71,42.7,D
12.7,93.5,2.5,4.3,7.1,7.2,3.9,2,2.11,67.2,C
8.2,82.1,5.1,1.5,4.9,2.1,4.8,0,1.78,95.5,D
24.5,93.3,3.7,0.3,6.6,7.1,1.1,3,1.97,77.6,C
11.4,87.3,8.9,4.6,6.5,3.7,5.9,0,2.62,69.1,C
11.9,74.8,4.0,10.0,6.6,1.9,4.8,1,3.16,92.2,C
12.9,76.8,1.3,3.5,6.5,2.9,8.7,0,2.26,76.6,C
4.5,91.0,5.8,0.5,4.0,4.6,4.1,3,3.66,69.0,C
11.1,100.0,0.5,1.5,8.9,3.4,10.0,0,3.22,80.6,B
28.8,72.5,3.4,0.1,5.3,6.4,8.7,1,3.65,77.7,B
8.5,96.4,1.1,5.5,7.0,6.0,7.2,3,3.44,94.4,B
25.3,80.2,4.8,1.8,6.2,4.8,5.6,2,2.84,97.2,B
21.7,92.6,8.6,5.2,8.9,2.1,8.6,2,1.89,92.2,A
22.6,66.7,7.5,1.0,6.5,5.0,1.8,3,3.36,49.1,C
16.3,74.5,8.9,3.8,5.9,6.8,7.0,3,2.48,87.1,B
5.2,86.4,8.0,2.2,6.0,2.2,2.9,3,2.11,90.2,B
23.5,76.9,9.0,0.8,6.0,2.9,9.7,1,2.7,95.1,A
21.2,52.3,4.2,7.9,6.3,9.2,7.4,3,2.59,62.9,C
15.5,98.0,2.7,0.3,5.9,4.2,4.6,1,3.43,44.4,C
16.1,87.3,10.0,3.0,6.0,8.2,8.0,3,3.38,90.0,C
9.4,89.3,5.3,0.7,4.7,2.5,3.1,1,1.74,96.9,C
9.2,62.5,5.7,4.4,7.6,9.4,3.4,1,2.54,95.6,F
20.0,82.6,9.5,10.0,5.3,4.4,6.4,0,2.32,52.4,A
9.5,69.2,8.6,2.0,6.1,6.1,6.1,2,2.03,84.7,C
5.5,99.4,6.2,3.1,6.0,7.4,3.6,3,2.41,58.4,D
20.0,72.3,5.1,5.0,4.9,8.6,9.2,2,3.96,46.7,C
3.3,68.9,9.9,1.1,5.6,2.1,5.9,2,3.05,57.8,C
20.5,58.1,6.4,5.1,8.7,1.1,9.9,0,2.72,92.3,B
22.3,72.4,3.7,10.0,5.2,10.0,2.0,2,2.53,54.4,D
24.0,84.1,6.6,1.7,6.2,8.1,8.4,2,2.22,96.2,B
22.5,66.8,5.9,4.5,6.6,1.8,2.6,3,2.82,93.2,B
6.4,82.6,1.2,2.3,8.4,4.2,8.1,1,2.98,40.9,C
9.6,95.1,9.9,1.5,8.2,4.0,6.6,3,2.61,78.1,A
8.5,74.5,3.0,2.5,6.0,4.6,7.1,3,1.53,57.7,D
7.5,68.5,7.0,4.2,8.6,8.0,5.3,2,2.67,95.6,C
4.4,82.1,2.3,0.3,6.9,9.8,3.7,2,2.78,54.3,D
9.7,63.6,7.9,1.6,6.0,1.8,5.4,3,3.14,95.5,C
6.7,88.6,8.5,3.4,7.1,9.6,5.6,3,2.52,51.8,C
20.2,68.0,3.2,1.5,5.2,8.7,5.0,2,3.03,95.0,D
11.8,76.2,3.9,2.7,5.5,8.0,9.5,1,2.47,46.0,C
15.8,80.8,7.7,2.3,6.4,8.8,5.0,1,3.25,98.8,C
17.4,83.8,0.7,5.4,8.2,8.7,9.8,3,1.68,66.4,D
32.4,78.4,5.4,6.3,4.6,8.7,6.0,1,2.96,52.4,C
13.2,73.7,4.0,10.0,6.0,3.5,4.0,3,3.04,79.0,B
19.9,93.9,5.6,9.1,6.9,6.8,9.4,0,3.62,65.7,B
24.8,74.8,4.0,6.2,6.7,1.2,7.9,2,1.99,74.9,B
15.5,73.1,5.7,2.8,4.4,3.2,2.2,3,3.02,90.9,D
14.3,84.9,4.1,0.9,7.5,7.8,3.7,3,2.52,65.6,C
9.9,71.2,0.8,1.9,7.2,7.8,4.1,3,3.17,67.2,D
14.9,82.0,6.7,1.9,4.7,3.5,2.0,1,3.24,46.8,C
7.2,79.2,1.8,1.9,6.3,1.1,2.2,3,2.84,55.1,D
0.3,98.2,0.1,0.2,5.2,4.4,6.7,0,2.6,72.8,D
4.9,85.0,3.6,1.4,6.3,6.4,5.4,1,2.84,46.3,C
15.3,76.2,7.0,2.9,4.0,6.3,3.1,2,3.06,96.5,D
20.8,82.9,6.8,1.1,6.0,7.9,1.6,0,2.98,40.8,C
15.9,61.9,9.9,10.0,5.5,5.4,7.1,3,4.0,46.1,B
12.4,61.1,4.9,1.2,6.6,3.4,6.5,0,2.3,98.6,C
13.1,86.5,1.0,0.2,7.8,8.0,5.8,3,3.21,87.8,D
12.6,79.6,4.1,4.3,6.7,4.3,1.4,0,2.64,61.8,D
21.1,92.6,7.4,2.8,5.3,5.4,9.9,1,3.75,52.8,B
13.1,89.9,0.1,1.7,6.7,5.2,3.3,3,2.78,93.5,B
9.6,76.2,3.4,2.9,6.2,5.5,9.6,1,3.07,50.3,C
28.4,65.1,2.2,1.6,6.4,9.7,2.3,0,3.07,75.2,C
7.8,63.3,8.8,9.4,5.6,2.7,5.5,3,2.62,87.6,C
4.2,63.1,8.1,0.5,7.2,8.7,3.3,2,2.15,59.6,F
17.6,82.9,7.7,1.2,5.9,6.5,2.4,2,2.89,89.8,C
8.3,71.4,2.8,7.3,6.8,9.1,3.8,3,3.89,74.4,F
12.1,69.0,9.6,0.9,7.0,7.0,8.8,0,2.9,89.6,B
9.2,80.4,5.3,1.6,6.2,9.7,2.3,2,3.01,46.1,D
6.8,77.4,1.5,1.9,7.6,5.1,6.3,3,3.1,56.0,D
28.5,75.5,2.4,5.4,7.4,3.1,2.1,2,2.93,40.4,C
10.2,73.5,0.2,5.1,5.5,3.0,5.2,3,2.52,65.5,D
15.6,68.2,1.4,2.4,8.4,7.1,3.6,0,3.28,59.8,D
28.3,68.6,8.3,5.8,5.5,4.5,1.6,0,3.21,53.6,B
21.9,73.4,9.9,3.2,8.4,8.6,8.3,1,2.95,41.0,B
8.2,87.9,1.6,2.2,6.1,5.2,9.9,2,3.63,65.5,C
21.0,98.6,5.9,0.0,5.9,6.9,1.5,1,2.49,58.8,C
10.5,88.4,0.8,1.7,6.0,6.5,7.1,0,2.64,78.6,C
15.4,62.9,5.3,3.4,7.5,6.3,8.0,3,2.99,54.9,C
11.9,88.8,5.8,0.4,4.4,1.3,5.9,0,3.43,63.3,B
19.2,67.8,7.7,8.9,7.3,6.7,4.5,0,3.01,65.5,C
30.7,83.3,4.7,1.5,6.3,6.4,9.1,3,3.58,92.0,A
22.0,66.5,6.5,0.3,8.2,8.7,9.5,1,3.26,52.1,C
7.9,87.8,4.9,0.1,6.6,7.5,2.9,2,2.36,83.3,C
13.2,67.2,9.9,1.3,5.1,2.8,7.2,0,2.61,95.0,C
22.5,73.4,7.4,0.0,8.2,3.4,6.4,0,2.91,80.1,B
21.7,85.7,1.0,0.2,6.7,1.5,4.0,2,2.29,85.2,B
5.8,67.0,4.0,0.7,7.5,6.8,2.6,0,2.82,81.0,C
2.3,78.8,6.2,0.5,6.5,3.3,7.8,2,2.12,83.3,C
14.9,72.4,6.6,2.4,6.6,7.4,1.5,2,2.67,73.6,C
14.7,83.2,3.1,0.7,7.8,2.6,3.3,2,1.92,68.1,C
3.1,92.3,4.9,0.6,6.2,1.8,7.8,3,3.06,50.5,C
8.9,83.5,8.7,0.7,5.4,6.6,4.8,1,2.53,76.8,C
23.0,82.5,7.2,2.8,6.0,5.2,4.8,1,2.12,50.7,B
10.9,81.7,2.5,2.3,6.5,4.2,3.6,3,3.0,50.5,C
5.9,75.3,5.6,0.2,6.2,8.4,8.4,1,2.87,54.2,D
1.5,58.7,0.6,0.0,6.6,9.7,4.8,1,2.7,70.8,F
4.6,80.0,7.6,0.1,5.5,4.2,2.6,1,2.64,62.4,D
9.7,87.0,2.7,5.8,4.8,2.3,5.0,0,4.0,56.7,C
5.1,75.2,3.3,0.7,7.1,5.2,3.0,3,3.53,60.1,C
10.4,79.4,1.8,2.6,8.0,8.9,4.3,1,3.38,44.5,D
14.1,100.0,7.6,4.9,5.7,2.0,1.8,3,4.0,60.4,B
11.7,100.0,9.8,1.4,6.5,8.9,9.0,1,2.21,40.7,C
10.5,100.0,7.9,6.6,7.1,10.0,2.0,1,2.83,91.0,D
13.4,69.7,2.1,1.7,6.4,4.2,5.0,3,3.2,71.2,C
16.0,94.0,6.6,3.8,5.7,2.5,3.6,2,2.85,57.0,C
27.1,79.8,0.9,1.8,6.9,3.6,4.8,3,3.43,82.4,B
19.0,60.0,6.2,0.8,7.5,8.3,3.9,2,2.8,98.9,C
11.9,68.8,5.1,0.3,6.2,9.2,9.5,0,3.17,40.4,D
17.9,78.4,3.8,8.5,7.4,4.3,1.4,3,3.04,98.5,B
8.3,84.9,6.4,5.6,4.0,9.8,6.2,2,3.46,92.0,C
18.5,71.8,3.0,1.3,5.4,1.4,7.1,1,2.7,72.2,B
3.5,66.3,8.4,1.7,5.2,6.0,9.8,0,3.09,71.1,C
9.6,88.4,2.9,0.6,5.7,9.8,4.3,3,3.77,73.6,C
12.2,80.2,9.5,2.9,4.9,8.4,6.9,2,2.34,69.0,C
5.0,62.9,3.6,0.6,6.0,2.0,9.2,2,2.71,67.7,C
14.4,88.7,3.9,7.2,8.2,9.7,2.6,3,2.88,45.5,D
30.5,84.8,2.1,3.2,6.6,1.4,1.6,2,2.23,41.3,C
22.5,65.8,6.1,1.6,7.1,6.9,10.0,3,2.34,46.7,C
13.8,68.5,0.5,0.0,7.5,4.2,3.2,2,2.87,75.6,D
7.2,63.2,5.6,3.5,6.0,5.8,4.9,1,3.45,53.2,C
14.8,67.2,0.5,0.4,6.4,2.7,5.5,3,2.54,96.1,C
6.9,91.9,10.0,2.1,6.7,4.1,2.7,3,2.8,73.3,C
8.3,75.5,8.6,3.4,6.7,2.5,2.7,0,1.64,79.9,C
7.0,81.0,4.4,0.8,6.7,4.7,7.4,1,2.61,42.8,C
22.0,90.7,6.7,1.2,7.6,2.5,6.2,3,3.86,66.5,A
9.5,74.8,0.4,0.6,5.6,7.7,3.9,2,3.53,74.9,C
11.4,96.8,3.2,2.3,7.4,7.2,4.8,2,3.05,43.9,C
3.8,75.1,2.9,0.8,7.7,5.8,2.0,2,2.15,98.3,D
4.4,80.2,8.4,2.9,4.7,6.7,5.9,0,1.64,67.6,D
23.2,76.9,8.9,2.5,4.8,7.1,4.1,3,1.86,79.5,B
17.1,79.2,8.6,1.6,4.1,7.7,8.7,2,2.26,61.4,C
26.3,61.3,4.3,2.1,6.7,9.1,3.3,0,3.01,41.2,C
10.7,60.3,6.2,0.5,5.3,8.6,8.3,0,3.5,54.8,D
14.5,93.5,0.8,0.5,7.3,7.6,4.9,3,1.69,76.4,C
23.2,64.3,8.9,0.2,5.6,2.6,5.9,2,2.43,40.4,B
25.1,87.9,1.8,5.5,6.9,2.1,2.9,1,2.75,44.7,B
19.6,71.0,7.7,0.9,7.9,4.0,2.0,2,2.7,71.2,B
16.9,75.6,3.8,4.1,7.8,9.2,7.8,1,3.02,63.3,C
19.1,88.7,1.7,1.6,6.8,8.5,1.2,1,2.51,85.2,D
11.1,74.0,1.6,2.7,4.7,3.3,4.0,2,2.52,45.5,D
4.2,79.5,9.9,2.3,6.3,7.1,3.1,1,3.47,50.0,C
21.5,95.2,2.3,3.2,5.4,2.5,1.5,0,3.64,60.0,B
4.7,58.6,9.3,0.9,9.4,3.4,4.7,0,2.48,91.4,C
19.0,68.0,9.2,1.6,6.6,4.5,3.7,2,1.82,62.5,C
14.3,75.2,6.8,2.6,6.9,6.0,8.7,3,2.63,72.3,C
7.6,85.1,0.9,2.2,5.7,1.6,4.2,0,3.5,64.3,B
5.6,77.1,0.3,8.1,6.6,5.7,5.8,2,2.38,68.9,C
13.3,85.7,3.0,0.1,5.6,9.5,2.5,1,2.54,95.2,D
8.5,76.5,4.9,0.1,4.8,2.3,4.4,0,2.15,65.4,C
18.5,98.1,1.1,1.7,6.4,1.2,1.3,2,1.66,90.7,C
2.7,93.1,8.5,4.2,8.0,5.0,6.5,2,2.88,68.5,B
9.8,88.5,5.2,3.4,8.1,5.0,3.2,3,3.03,61.7,C
7.1,85.4,6.9,1.9,4.8,8.9,5.0,1,3.14,91.7,D
14.4,88.2,4.5,1.1,6.2,9.5,8.6,1,2.83,87.4,B
22.9,77.4,0.4,4.3,8.2,2.5,6.7,1,2.22,47.7,C
13.1,66.1,5.6,0.9,6.4,9.8,8.2,2,2.13,87.1,D
13.4,70.0,0.8,1.9,7.7,7.7,3.0,2,2.49,52.7,D
10.2,68.0,9.1,5.3,7.2,2.5,8.8,1,2.57,79.4,B
7.9,91.9,2.1,0.2,7.6,3.5,3.2,2,2.39,74.5,C
22.3,77.9,0.6,10.0,6.1,8.1,5.4,3,2.91,85.5,C
23.3,81.2,9.4,1.6,6.8,6.1,8.1,2,2.22,53.4,B
9.3,67.9,6.3,4.3,5.5,8.9,8.7,2,2.85,94.5,C
22.2,66.8,1.2,4.9,5.3,1.1,3.8,0,3.0,55.3,D
23.8,71.5,9.7,1.5,5.7,6.4,3.2,3,2.32,42.1,B
1.9,82.7,8.3,1.9,6.6,7.6,2.2,0,1.72,49.7,D
7.6,64.0,1.4,2.6,6.6,9.9,1.9,1,3.21,44.3,F
9.4,65.4,8.8,3.9,5.2,7.0,8.2,1,3.21,67.6,D
5.7,70.0,5.2,1.3,6.3,7.1,9.6,3,1.02,79.3,D
14.0,91.1,8.4,1.0,7.4,9.4,6.0,2,3.28,47.4,B
21.3,49.9,9.2,0.1,6.9,8.7,3.1,0,3.37,68.4,C
15.0,62.8,0.5,0.8,6.3,2.3,6.0,3,1.75,93.7,C
4.9,91.0,1.5,1.0,6.2,1.8,2.9,0,2.92,44.7,D
22.4,80.7,6.5,1.3,7.2,9.4,1.3,2,1.83,86.2,D
12.3,80.9,2.0,2.7,6.2,8.6,3.3,0,2.69,57.1,D
19.8,73.7,0.8,2.7,5.9,8.8,4.8,3,2.12,94.9,F
14.1,100.0,9.2,1.5,6.5,9.8,8.5,2,4.0,94.7,A
7.5,73.9,3.5,0.7,4.4,6.9,1.1,2,3.4,43.9,D
9.0,83.4,7.7,1.0,7.3,2.2,1.2,3,1.3,49.2,D
18.1,75.3,9.1,0.1,5.1,7.1,6.3,2,3.74,53.4,B
19.3,77.5,9.7,2.2,8.4,8.9,9.7,0,2.7,59.5,B
20.1,65.3,1.5,3.0,5.3,3.9,6.1,1,2.94,51.2,D
14.4,89.6,5.4,9.4,4.9,9.7,7.3,3,1.69,83.2,C
12.3,85.5,2.9,1.1,5.7,6.1,3.2,0,3.39,89.0,D
21.6,63.8,0.6,10.0,6.6,4.3,6.8,2,2.7,61.4,B
17.2,68.5,0.3,1.6,5.0,7.3,3.8,1,1.31,58.9,D
6.3,66.3,4.7,2.1,8.2,3.6,2.3,0,3.52,49.4,C
13.0,70.0,8.8,2.8,6.1,5.5,5.3,3,2.91,58.6,C
9.9,84.6,8.8,1.2,5.6,3.3,1.8,2,2.89,58.9,C
26.6,50.2,3.0,3.0,5.7,5.4,8.3,3,2.73,45.9,C
14.2,77.0,8.1,5.0,5.8,8.8,9.3,0,4.0,41.4,B
13.4,70.2,7.0,10.0,7.5,5.7,5.9,1,1.14,71.1,C
18.0,80.2,1.8,4.9,8.3,1.9,1.4,0,2.56,85.2,B
14.2,84.0,1.5,0.3,8.0,5.3,8.5,0,2.65,83.8,C
3.3,65.2,2.0,0.6,8.2,6.1,9.0,2,2.77,78.2,C
23.0,80.4,7.8,0.8,7.3,8.3,1.0,3,3.27,70.1,C
8.1,74.0,1.9,0.7,5.6,4.6,6.9,0,2.36,66.3,C
18.7,75.6,9.9,6.5,4.4,3.7,2.4,0,2.06,48.3,C
6.1,78.4,4.6,1.2,6.1,9.5,9.9,1,2.63,42.7,D
10.2,74.0,2.7,1.3,6.3,9.8,4.0,1,2.28,92.6,D
20.4,68.4,7.7,9.8,7.0,7.4,7.8,3,2.99,71.4,B
28.2,86.5,8.3,5.4,7.1,4.3,3.7,3,3.46,40.5,A
25.5,71.8,7.9,2.3,8.0,4.9,6.0,2,3.07,88.0,B
10.6,87.1,9.7,0.7,6.6,7.0,1.9,3,3.18,62.8,B
24.1,79.2,9.0,0.1,8.1,5.0,6.9,1,2.27,60.4,B
4.0,90.3,8.9,2.1,7.2,9.0,2.5,3,2.83,68.4,C
16.4,76.1,7.7,10.0,5.6,1.4,9.9,0,3.27,60.4,A
10.3,75.3,0.9,5.9,7.1,9.2,9.8,3,1.37,55.7,D
14.5,69.4,8.4,0.7,7.5,7.7,3.0,3,2.57,44.3,D
31.1,69.5,7.5,7.0,6.5,1.3,5.2,2,2.41,93.1,A
13.4,73.9,1.7,2.0,7.2,4.9,8.1,0,2.78,96.5,C
22.2,57.9,8.3,1.8,6.9,1.5,5.4,2,2.81,86.4,B
8.2,87.9,6.0,0.6,5.7,4.2,5.7,1,1.82,76.0,B
16.7,72.0,2.6,1.6,10.0,6.9,1.4,3,2.72,83.3,C
15.1,76.1,8.9,4.4,5.0,9.5,5.8,3,2.59,91.1,D
6.1,77.4,4.2,4.5,5.8,4.2,9.8,1,3.01,45.4,D
9.4,72.3,0.9,1.0,5.7,7.9,8.7,2,3.16,70.8,C
4.2,82.1,8.9,0.9,8.8,4.4,8.0,0,3.4,60.8,B
20.1,63.3,6.6,0.4,5.4,8.9,8.0,2,3.16,76.2,C
13.9,84.1,7.7,4.3,9.1,6.6,8.1,2,3.27,76.9,B
9.2,95.4,4.8,5.4,5.4,7.1,7.2,0,3.06,59.8,C
6.1,100.0,3.9,2.1,7.4,8.9,2.0,3,2.48,42.2,D
20.8,73.0,7.2,0.4,6.5,8.1,2.5,2,3.53,97.3,B
22.2,65.0,3.0,0.4,7.2,4.4,2.8,1,2.81,74.4,C
9.8,70.9,5.5,1.1,6.4,5.8,2.2,0,2.47,76.8,D
15.8,81.0,5.2,8.0,7.8,9.4,9.7,3,3.08,41.1,B
7.7,74.2,1.1,1.7,8.1,5.1,6.0,0,2.36,71.6,D
14.9,86.8,5.7,6.5,6.4,9.3,4.2,1,2.65,67.5,C
17.3,86.6,0.2,2.0,4.8,8.0,7.7,0,4.0,72.3,D
14.8,85.7,2.9,0.6,8.4,9.7,8.3,0,2.42,96.4,D
17.0,57.8,2.4,2.7,4.3,4.3,1.2,2,1.61,71.3,F
7.3,64.7,6.3,4.9,7.8,8.3,4.8,1,1.12,82.1,F
5.5,65.8,3.6,0.8,8.1,8.1,4.3,1,3.01,99.3,F
17.7,88.1,4.7,5.9,8.9,6.3,8.6,1,2.83,57.1,C
19.7,98.9,4.2,0.6,4.3,7.6,8.0,0,2.01,76.4,C
22.7,80.8,4.7,0.3,7.1,8.1,1.7,1,2.84,49.6,D
13.9,88.5,4.5,2.1,7.2,1.3,1.6,1,2.98,84.4,C
1.9,94.2,5.1,4.0,5.6,9.2,9.3,1,3.4,55.9,B
9.8,78.1,5.6,1.2,5.2,1.6,9.5,2,3.15,62.0,B
7.0,67.2,10.0,0.2,6.0,5.0,5.1,1,3.17,49.0,D
5.7,59.4,5.0,4.4,8.3,8.9,1.9,0,3.59,65.9,D
15.6,77.6,0.4,2.5,4.8,7.3,7.7,2,2.93,55.5,C
7.0,86.4,8.5,8.4,4.7,4.6,7.8,1,3.07,79.1,C
16.4,97.1,1.9,0.7,7.0,5.5,2.8,1,1.84,44.1,C
6.3,79.3,6.9,1.0,6.1,8.9,3.7,2,2.92,79.3,F
11.2,86.8,3.8,1.9,6.2,5.8,1.2,1,3.42,49.5,C
19.7,64.5,5.0,6.1,6.4,9.0,5.2,0,2.83,84.6,C
9.3,77.5,0.9,0.8,6.9,1.3,6.6,0,2.43,48.4,C
5.1,87.1,3.4,0.2,8.4,5.2,4.5,1,2.19,47.1,D
10.6,65.7,2.3,3.1,4.0,6.3,5.4,0,2.21,58.2,C
21.5,77.4,5.6,6.0,8.6,2.3,7.9,2,1.79,84.7,B
5.7,100.0,5.1,2.8,5.8,6.8,5.2,1,2.3,91.5,C
9.6,81.1,2.7,0.9,7.2,9.8,7.4,2,3.32,65.1,C
16.5,70.2,9.5,0.7,8.9,3.2,6.4,0,2.83,55.5,C
3.3,42.1,1.6,0.1,6.9,8.1,2.5,1,2.01,46.5,F
25.0,92.4,5.2,0.2,6.6,1.1,7.1,2,3.73,65.4,B
19.5,68.3,3.8,5.1,9.1,5.7,4.9,0,3.2,51.5,D
14.3,82.5,9.1,2.3,9.6,8.7,1.9,1,3.83,54.4,B
13.9,66.6,8.9,0.6,7.4,5.2,1.9,3,2.92,67.5,B
7.5,100.0,1.6,0.6,5.8,8.2,3.4,0,3.27,42.0,D
11.0,80.6,1.8,4.8,8.2,8.5,6.2,0,3.5,68.0,D
26.6,85.1,0.0,2.8,8.1,4.4,5.4,3,2.37,64.4,C
21.7,87.7,7.4,3.6,6.9,10.0,4.1,3,3.15,90.0,B
18.9,79.8,6.3,1.5,6.5,3.1,4.4,2,2.97,79.2,B
7.6,74.0,2.3,4.2,8.2,7.7,1.5,0,3.05,93.6,C
6.5,77.8,5.9,3.6,8.0,1.3,3.4,3,2.86,68.2,C
7.6,84.2,5.6,0.8,9.2,9.3,4.4,1,2.7,85.9,C
11.2,74.0,1.4,0.3,6.3,1.0,4.6,0,3.47,51.2,B
19.0,74.1,7.2,5.3,6.8,3.9,1.1,2,2.7,90.6,B
